0,1,2,3,4
3.8457871727891364,4.61544857585778,19.405277314743614,3.03231910586256,20.368125164458
3.845787172788767,4.6096320970648765,18.66276139747504,3.032319105838009,18.61742559167227
3.8457871727665562,5.205894050515982,21.438109106066513,3.0323191058273755,21.969959734808533
3.8457871728605815,4.778844410280459,17.861118693734426,3.0323191059078374,16.79618546012906
3.845787172878707,4.764966850836508,18.3651216131472,3.032319105907871,17.484531883733666
3.8457871728365727,5.181667722035636,22.512724548616756,3.0323191058265717,24.298464879045284
3.8457871728310224,5.317394318469554,22.92777005609583,3.0323191059447083,24.47824295816126
3.8457871727639876,4.757871751378329,19.51704247367023,3.032319105888935,20.114039868835558
3.845787172756976,4.724760748983936,19.46467828333015,3.032319105852214,20.039160124094945
3.845787172822301,5.422754995673916,22.186211304103566,3.032319105936386,22.46619117883843
3.845787172764432,5.489783265536019,21.444501500755578,3.032319105832652,20.8540718740135
3.845787172856742,5.507838634877331,22.644462158487872,3.03231910589488,23.10070566453176
3.845787172858574,5.493029054484519,21.279081151284498,3.0323191059569115,20.57666138789415
3.8457871727254447,5.502137454314949,21.566977107959318,3.032319105926894,20.924914528977688
3.8457871728199993,5.325535321843919,21.552971945135756,3.032319105894092,21.897863842144787
3.845787172815506,5.074727150190661,20.37012959673756,3.032319105923008,20.436262095803826
3.845787172763357,4.812955297458936,17.84952893349406,3.0323191058975505,16.654793248855345
3.845787172789207,4.669621103851715,19.03847239681301,3.0323191058998162,19.112327244378307
3.845787172743895,5.069448274225712,20.61431843734731,3.0323191058336345,21.18818051145736
3.8457871729123796,3.5253837186412866,14.561782643673165,3.0323191059775425,15.040473108695448
3.845787172853615,5.246391100973202,21.08641652959818,3.0323191059151746,21.1368954046607
3.8457871728735844,3.5960111200449503,13.744715922075173,3.032319105932735,13.071891386626213
3.8457871727560136,5.5743313636351495,22.82185781971024,3.0323191059522308,23.11783157263106
3.8457871727326847,5.574720950766515,22.265985594361887,3.032319105856905,22.228981837911437
3.845787172859585,4.598077317494166,18.897164880672044,3.0323191059609202,19.3820624132287
3.8457871728154305,4.671152042307385,19.477349323019297,3.0323191059057613,20.086880578850284
3.845787172810387,4.944058957798099,21.068376736034804,3.032319105885963,22.137513447490683
3.845787172660259,4.740736936645754,19.52722491220097,3.032319105806533,19.90332274256059
3.8457871728115585,4.0371297769823755,15.800325201710328,3.0323191058671197,15.483834998933375
3.845787172830608,3.309934622196524,12.798304661145744,3.032319105934926,12.190439940692647
3.845787172834458,5.4559510297042815,21.55252022290238,3.032319105933321,21.200293947561832
3.8457871727451067,3.730113907454472,15.80587588582035,3.0323191058893912,16.60252633688097
3.845787172851869,5.434841477872935,20.621778371546895,3.03231910595836,19.66998635181173
3.8457871728453052,3.9975604862134695,16.42472381691409,3.032319105912179,16.725707495539368
3.8457871727527784,3.5517020283694003,14.6953362178761,3.032319105895465,15.230458976619351
3.845787172784249,3.3574020791137094,12.483822323099119,3.032319105915855,11.57482975529988
3.8457871728003084,3.4579725787514803,14.736182873327937,3.032319105948373,15.581081938947454
3.8457871727752013,4.521861323114503,17.57122529421796,3.0323191059059127,16.945277380140464
3.845787172831766,3.5475945574360463,14.928711023032172,3.032319105949055,15.363374270932301
3.8457871726977304,5.44917073791827,20.20420071216569,3.0323191058808154,18.726815731213552
3.8457871728156667,4.217465298453093,16.687873044026144,3.032319105927621,16.60728188324855
3.8457871727826425,5.109562653688227,20.752665884412973,3.0323191058169057,21.021976830433793
3.845787172761686,5.575465247099636,22.57980310176728,3.0323191058934817,22.659476100231586
3.845787172760245,5.054181484205592,19.90722517008826,3.032319105885164,19.509725532706014
3.845787172759921,4.498132468931061,18.92279791521201,3.0323191058803873,19.969236974661616
3.8457871728017015,5.505734840097859,21.607025877113298,3.032319105893876,21.129735855121453
3.8457871728049904,4.6707264133324955,19.034982890727292,3.032319105836389,19.10691544965965
3.8457871727320754,5.520106516209158,22.842957735660956,3.032319105907641,23.408406431617813
3.845787172831875,4.14880709156594,17.187233424860025,3.0323191058949894,17.706599548040902
3.8457871727682713,5.421792949017102,22.004362822230185,3.032319105902366,22.06227554448643
3.845787172777613,4.61287424848474,18.26362890593603,3.0323191058399823,17.937990810492057
3.8457871728975452,3.4920305876342344,14.76904165222495,3.032319105957158,15.922580931247175
3.84578717279632,4.257039046363546,16.2575695839378,3.0323191059231176,15.572543168874311
3.8457871728373085,2.9854690009396982,12.644565192824526,3.032319105907348,12.893716016684733
3.845787172733854,5.2358802097453,20.60551013159408,3.0323191058761485,20.34584004760072
3.8457871727376025,4.793038970979774,19.072940824016566,3.0323191058907515,18.712733866923497
3.845787172829633,3.7476170435858864,15.441052064286081,3.032319105893161,15.534437305895489
3.845787172869761,5.003488658168132,20.564824802973725,3.032319105934498,21.141151791441946
3.8457871727641955,5.424613846275975,22.103066778404667,3.032319105866173,22.250943938033387
3.845787172778621,4.130100004203363,16.08795586689702,3.0323191058967467,15.389106310532
3.8457871728044224,4.508119164012283,19.462953611017177,3.0323191058676997,20.684565710530265
3.8457871727747874,3.820388540056343,14.657061753556235,3.0323191058764234,13.911055926832473
3.845787172813962,3.747134175211231,15.849274799320035,3.032319105896729,16.363931445239626
3.8457871728853226,3.700277962391086,14.632550034032365,3.0323191059372503,14.333495956244764
3.8457871727768422,3.048976368557162,10.698287337379941,3.03231910591051,9.394456228775997
3.845787172828894,2.9000251559196797,12.004933502300952,3.0323191059363817,11.97023243608748
3.8457871728859017,2.80391918772042,11.967076443017913,3.032319105950406,12.721414534616438
3.845787172864931,4.2440839077887365,17.581149479038416,3.032319105930627,17.929527859021203
3.8457871727307835,5.612158474686007,22.504582783954504,3.0323191058244277,22.33107089970212
3.8457871727985933,5.538331430344223,22.17700565356231,3.0323191058294743,22.41413694721488
3.845787172860915,4.5052991676707235,18.59331909679638,3.0323191058883388,19.0307055736736
3.8457871728201267,3.5486508046783016,13.459505984917318,3.03231910592064,12.665522656156366
3.845787172746618,2.9112385585980824,11.56901754501084,3.0323191059168715,11.505001736953133
3.8457871727999,4.60565424358983,18.051889235436686,3.0323191059652848,17.720847866419298
3.845787172813286,4.8017446702060935,17.830887791063386,3.0323191058729435,16.560240321187344
3.8457871727915514,5.3424353141746215,21.935748068140697,3.032319105930722,22.716850973358838
3.845787172880259,3.4807475075001486,14.533002455250696,3.0323191059461436,15.01334581326147
3.8457871727808675,3.4108144416957824,12.920332760785394,3.032319105844624,12.272956496201184
3.845787172781932,4.790103667771356,19.62717580956416,3.032319105892638,20.315970980953644
3.845787172781163,4.116898276484348,15.643375450709215,3.032319105908095,14.634201893176076
3.8457871728205384,4.03362144818848,16.18595741140032,3.0323191059072236,15.939190235871127
3.845787172746224,2.833264205171418,11.337246047263367,3.03231910588123,11.467446536558054
3.845787172808396,2.895342493993528,12.66167191669304,3.032319105880949,13.44344300760082
3.8457871727861064,3.983120725420382,16.29774390070204,3.0323191059469474,16.371228719219175
3.8457871728369355,5.003089163677287,20.373602100153178,3.032319105877365,20.897901797972942
3.845787172728835,4.082374872505752,16.60978782386541,3.032319105845712,16.640127023753465
3.845787172801958,3.851044735187757,17.075901152346553,3.0323191058752217,18.56856752316088
3.8457871727766664,4.329727860076835,17.723630446816816,3.0323191059037518,17.889217950097866
3.845787172782602,4.604717433998652,18.802144532964302,3.032319105914942,19.065956896514273
3.845787172844109,3.7478476091052135,15.312902194470382,3.0323191059308394,15.736167427052731
3.8457871728332114,3.057119977043987,12.059284976324484,3.0323191059821486,11.531596250171269
3.8457871728064132,3.9911374137987647,15.38445812193698,3.0323191058505943,15.026490479454752
3.8457871728438335,2.751980092126179,12.437364305823653,3.032319105929815,13.695605991580901
3.845787172733158,3.443123435589574,14.082307389647113,3.0323191058784524,14.078739600282518
3.8457871727551134,3.039812792118825,12.835366581434805,3.032319105885235,13.190151444030102
3.8457871727911637,4.405440421123728,17.923184866648675,3.032319105884748,17.930216238832863
3.845787172755827,3.052420258460284,13.645793615482011,3.0323191059227854,14.897363381052395
