0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.1379563926343945,0.019031966268695216,0.0026255814111686695,0.0003622157400527526,4.9969976853075306e-05,6.893677746674462e-06,9.510269139152101e-07,1.3120024234196323e-07,1.809991214625559e-08,2.496998586696882e-09,3.4447691743388325e-10,4.752279287499469e-11,6.556073072945773e-12,9.044521909910884e-13,1.2477496157940495e-13,0.535710300405034,0.0721533392333739,0.009773941873179981,0.0013316107249390923,0.0001824580559281814,2.5141340040060852e-05,3.4833231642186183e-06,4.851775362966939e-07,6.792269166323906e-08,9.55497157204637e-09,1.3502925574932237e-09,1.916407502747755e-10,2.730762001746888e-11,3.905619798582709e-12,5.605085664104832e-13,0.520976041474007,0.06849467278698615,0.009089703819623257,0.0012173855689229887,0.00016450720428396544,2.242219532894382e-05,3.081316130132899e-06,4.267408483750489e-07,5.953190672984424e-08,8.361227107438786e-09,1.1816725478147912e-09,1.6795924600879127e-10,2.3997610639621685e-11,3.444891287433857e-12,4.966193584407517e-13
0.13897632566051513,0.019314419094097555,0.002684246997964973,0.0003730467849424402,5.184467147076872e-05,7.205181946083971e-06,1.00134971258223e-06,1.3916390375589123e-07,1.934048800856732e-08,2.68786995991194e-09,3.7355029088183747e-10,5.19146468761744e-11,7.214906870813858e-12,1.0027012468885148e-12,1.393517350277828e-13,0.5328350428651121,0.07104605815553175,0.009482251342131359,0.0012668248700195596,0.00016941980423067796,2.268101462690093e-05,3.0396183409862933e-06,4.077939244436363e-07,5.476885056484149e-08,7.363815810008892e-09,9.911810348707409e-10,1.3356334144956065e-10,1.801807118711419e-11,2.4334229021754365e-12,3.2901500866544654e-13,0.5116300726747761,0.065503107302077,0.008394141112057657,0.0010767060536115017,0.00013823621299298712,1.77642477017688e-05,2.2849040685117285e-06,2.9415785557490147e-07,3.790345488009581e-08,4.888289888763125e-09,6.309694089989904e-10,8.151278414346638e-11,1.0539054062256093e-11,1.3637287970765601e-12,1.7660235276845718e-13
0.130280580648445,0.01697302969409598,0.0022112561639101233,0.0002880837369966639,3.753171653129929e-05,4.889653822430513e-06,6.370269391561358e-07,8.299223952196301e-08,1.0812277154236167e-08,1.4086297457858043e-09,1.8351710119964604e-10,2.3908714503209327e-11,3.1148412080360095e-12,4.058033212106352e-13,5.2868292316388984e-14,0.5479476198716613,0.07554135905144624,0.010475914765512071,0.0014606605487320653,0.00020466622325954548,2.880565920494154e-05,4.070514773501105e-06,5.772692903322459e-07,8.212912070953227e-08,1.1717973204245744e-08,1.6761253463255105e-09,2.4029004511069843e-10,3.4516815932510784e-11,4.967002854673551e-12,7.158820256359641e-13,0.5758126424705029,0.08406336550841649,0.012441799282601917,0.0018656994503461265,0.00028321834853225016,4.3480793249798676e-05,6.743881333633057e-06,1.0555763719745697e-06,1.665633403318777e-07,2.646969145608046e-08,4.232569010054583e-09,6.804432215660053e-10,1.0990090772870228e-10,1.782220467276779e-11,2.9002725450928075e-12
0.13245352029961738,0.017543935039761153,0.0023237559559241725,0.0003077896566793592,4.0767823538991766e-05,5.399841742693066e-06,7.152280478805173e-07,9.47344727587978e-08,1.2547914410630973e-08,1.6620154361063713e-09,2.2013979530459266e-10,2.915829084613048e-11,3.862118268490091e-12,5.115511604749755e-13,6.775675201826498e-14,0.5184578019039645,0.06755365891167359,0.00885082146942932,0.0011663160071495324,0.00015460479246418848,2.061834698133689e-05,2.7664998920410927e-06,3.7346132276129187e-07,5.071795166296259e-08,6.928098677040403e-09,9.51728031663165e-10,1.3144584891635777e-10,1.824684585508346e-11,2.5450412400241264e-12,3.565489385052195e-13,0.5035294492830508,0.0635857139240043,0.00805478560418322,0.0010235051789521002,0.00013044935894695016,1.6675424021482757e-05,2.1377443320620953e-06,2.7481097461376526e-07,3.5421162298193206e-08,4.577089720090902e-09,5.928690622175591e-10,7.696868692355139e-11,1.0013770803754474e-11,1.305424597917237e-12,1.7049805557241182e-13
0.13904228623035486,0.01933275736016393,0.002688070782493913,0.00037375550714697256,5.19678202049008e-05,7.225724531697436e-06,1.0046812585579718e-06,1.3969317912269068e-07,1.9423258996005387e-08,2.700654336848896e-09,3.755051533133934e-10,5.2211095007974136e-11,7.259550016498991e-12,1.0093844312976302e-12,1.4034711901294905e-13,0.5453089360848451,0.07480016927187924,0.010327096832539238,0.0014354334881327866,0.00020090925346187398,2.8318919167459545e-05,4.019973486806861e-06,5.746594772006139e-07,8.271270632591632e-08,1.198414195064503e-08,1.7473646438123076e-09,2.562988770613414e-10,3.780274456914456e-11,5.6043987976548435e-12,8.347841137394854e-13,0.5327648404174804,0.07133014664304531,0.009598772765481479,0.001298051184222196,0.00017636711508991698,2.407129316252258e-05,3.2994099674381002e-06,4.5406957858056845e-07,6.272627792841025e-08,8.69578771011684e-09,1.209465065019515e-09,1.687323123861221e-10,2.3606047078198807e-11,3.3111036580183383e-12,4.655396247504744e-13
0.32922433451580124,0.10838866243737219,0.03568418526000168,0.011748102144962618,0.003867761110498975,0.0012733610776701214,0.0004192214533942692,0.00013801790400847525,4.5438852598456e-05,1.4959576007888263e-05,4.92505645583556e-06,1.6214484341252128e-06,5.338202816765612e-07,1.757466269860034e-07,5.786006631286373e-08,1.356295628563655,0.488377051205963,0.1875464384986364,0.0765579620743629,0.03290768152505204,0.014715398379935995,0.0067673131067192555,0.003171211267501436,0.0015042273859839407,0.0007190121676827772,0.00034533051722920904,0.00016634713966464575,8.027555685165528e-05,3.878235760326191e-05,1.8749119854080887e-05,1.3180331352420023,0.45299644887362683,0.16187756025934197,0.059832320811497225,0.02273626752228805,0.008830871344288293,0.0034882459115079013,0.0013956819507725772,0.0005639163124079416,0.0002295673739686597,9.400624833388215e-05,3.867517402002554e-05,1.5971770482422567e-05,6.616561022919579e-06,2.7482176787234383e-06
0.3226478964177578,0.10410166506280419,0.033588183246099766,0.010837156668848267,0.0034965858023535694,0.001128166053773577,0.00036400040405996773,0.00011744396466516247,3.789304814617615e-05,1.2226112273220554e-05,3.9447294063219435e-06,1.2727586448870458e-06,4.106528994203214e-07,1.3249629415581976e-07,4.274965059252371e-08,1.2954240642668813,0.43209756538744354,0.14839425403377707,0.05238834883020406,0.018964296959450108,0.007017413524970742,0.0026456308275185614,0.0010130226470125216,0.0003928334222297742,0.00015389787261188827,6.0786437805830154e-05,2.4166365982071304e-05,9.65762826423597e-06,3.875490833150198e-06,1.560337136848062e-06,1.2431085554662433,0.38857941750805414,0.12210752838371974,0.03855400700353476,0.01222480019657017,0.0038909215314349944,0.0012425398993383594,0.00039796154788844805,0.00012778741337677923,4.112556692254067e-05,1.3261412535912268e-05,4.283654056075895e-06,1.385774132985264e-06,4.4889355162433587e-07,1.4557868055649645e-07
0.129381162726843,0.016739485268549823,0.0021657740674938357,0.0002802103670559966,3.62539430978203e-05,4.6905773114287935e-06,6.068723464128064e-07,7.851784980565634e-08,1.015873070266744e-08,1.3143483901399918e-09,1.700519229444664e-10,2.200151551449057e-11,2.846581659017465e-12,3.6829404484058533e-13,4.7650311746846973e-14,0.5233472165832601,0.06883280060067275,0.009096366151744154,0.001207262660994298,0.00016084188348302632,2.150174310021156e-05,2.8830531742872337e-06,3.87595278831666e-07,5.222867874624885e-08,7.052085454700718e-09,9.538761426471225e-10,1.292212622831368e-10,1.7529028446766622e-11,2.3806157739215814e-12,3.2364155665433467e-13,0.5249161470878871,0.06934148672288024,0.009219836984501833,0.0012336740414091016,0.00016607928056154532,2.2487164317809613e-05,3.06129984621602e-06,4.188553050842935e-07,5.75754331263326e-08,7.947887592225708e-09,1.101377976872644e-09,1.53153243755491e-10,2.1363128640402937e-11,2.988178857174812e-12,4.190030830651804e-13
0.1310103796694526,0.017163719581134114,0.002248625418864398,0.0002945932698598066,3.8594776132398764e-05,5.056316274363089e-06,6.624299148331402e-07,8.678519464669284e-08,1.1369761300350573e-08,1.4895567447099775e-09,1.95147394663648e-10,2.556633426638903e-11,3.3494551589957622e-12,4.3881339206584146e-13,5.748910909858624e-14,0.5112586442554509,0.0655874039711557,0.008445425849071972,0.001091587126742996,0.00014162409149428537,1.8444010512369145e-05,2.411027164901028e-06,3.1634279243981143e-07,4.1657706249382336e-08,5.505277471965124e-09,7.300750213422198e-10,9.71431179701347e-11,1.2967596648742343e-11,1.7364097432577689e-12,2.332003788799105e-13,0.4976102486593442,0.0620571413218459,0.007758262364421512,0.0009723033786624802,0.0001221505626955613,1.538277190712332e-05,1.9418057948639806e-06,2.4569329044593484e-07,3.115868682852965e-08,3.960439027188273e-09,5.045032661256616e-10,6.440470009827847e-11,8.239086692707514e-12,1.0561418618270418e-12,1.3565000335325258e-13
0.13602943250836155,0.018504006508546895,0.0025170895044886628,0.0003423982568683458,4.657624057365329e-05,6.335739573606983e-06,8.618470587185265e-07,1.1723656630648173e-07,1.5947623583899612e-08,2.1693461859748274e-09,2.9509493059233437e-10,4.014159594456959e-11,5.460438516319749e-12,7.427803526217753e-13,1.0103998984550079e-13,0.5610515107060778,0.078739180013228,0.011056763655300856,0.0015535226182928138,0.00021840511937288543,3.072322564021468e-05,4.3244657548366914e-06,6.090633352588671e-07,8.583398227055682e-08,1.2103894224254595e-08,1.7078983914932574e-09,2.411413797384963e-10,3.4068714470473106e-11,4.816319265420207e-12,6.813201833511599e-13,0.5802741592401082,0.0842107426588799,0.012225328410223299,0.001775456466609288,0.00025793698074163466,3.748598030867508e-05,5.449709535033764e-06,7.925461641582791e-07,1.1529752610928429e-07,1.6778652048678764e-08,2.4424924761973177e-09,3.5566890829655127e-10,5.18074802764514e-11,7.548668136904047e-12,1.1002132702250093e-12
0.13275430274505734,0.017623704897326342,0.0023396226554292113,0.0003105949743080445,4.123281925038345e-05,5.473834169797633e-06,7.266750385535546e-07,9.646923806541481e-08,1.280670643572109e-08,1.700145383334792e-09,2.2570161492983856e-10,2.996286051844414e-11,3.97769865637346e-12,5.280566116568102e-13,7.010178729041735e-14,0.5457690438716611,0.07498917317708517,0.010373250487686229,0.0014441913003398253,0.00020229310615831213,2.8498877885913833e-05,4.036490679563977e-06,5.745769130351949e-07,8.216776937039762e-08,1.1800764722296348e-08,1.701482074562029e-09,2.4621511699301337e-10,3.574725857614474e-11,5.205847150464176e-12,7.602388175213714e-13,0.5591172025132377,0.07904858866940992,0.01130495344732072,0.0016352724228720238,0.00023919385058840192,3.53650202280809e-05,5.2823820214745065e-06,7.965997261369858e-07,1.2119795872653984e-07,1.858947267971366e-08,2.8722432223370543e-09,4.46712501762888e-10,6.988293054116845e-11,1.0988858695592288e-11,1.7357923997390223e-12
